Unnamed: 0,date,state,cases,deaths,cases_diff,death_diff
454,2020-9,Alaska,8838,53.0,2729,17.0
455,2020-9,Arkansas,84821,1384.0,23324,570.0
456,2020-9,Colorado,71723,2064.0,13605,111.0
457,2020-9,Connecticut,57742,4511.0,4736,45.0
458,2020-9,Delaware,20787,636.0,3252,31.0
459,2020-9,District of Columbia,15358,628.0,1309,21.0
460,2020-9,Georgia,303010,6903.0,46466,1299.0
461,2020-9,Guam,3519,50.0,1103,36.0
462,2020-9,Hawaii,12660,138.0,4032,65.0
463,2020-9,Idaho,42915,473.0,10212,103.0
464,2020-9,Indiana,123459,3645.0,26471,333.0
465,2020-9,Iowa,90483,1366.0,24637,241.0
466,2020-9,Kansas,61103,678.0,17612,224.0
467,2020-9,Kentucky,73619,1225.0,21857,242.0
468,2020-9,Louisiana,168009,5519.0,18426,535.0
469,2020-9,Maine,5431,142.0,883,10.0
470,2020-9,Maryland,125997,3949.0,16644,188.0
471,2020-9,Michigan,139064,7103.0,25095,333.0
472,2020-9,Minnesota,100253,2102.0,23849,230.0
473,2020-9,Mississippi,98886,2979.0,15302,486.0
474,2020-9,Missouri,131778,2184.0,44364,533.0
475,2020-9,Montana,13626,181.0,6100,76.0
476,2020-9,Nevada,80507,1603.0,10799,290.0
477,2020-9,New Hampshire,8317,441.0,1020,9.0
478,2020-9,New Jersey,207676,16127.0,13606,177.0
479,2020-9,New Mexico,29661,882.0,4201,95.0
480,2020-9,North Carolina,213218,3601.0,43252,832.0
481,2020-9,North Dakota,22221,259.0,10217,110.0
482,2020-9,Northern Mariana Islands,70,2.0,13,0.0
483,2020-9,Ohio,155314,4817.0,30704,652.0
484,2020-9,Oklahoma,88369,1035.0,28970,226.0
485,2020-9,Pennsylvania,165078,8234.0,25487,470.0
486,2020-9,Puerto Rico,49067,,15646,
487,2020-9,South Carolina,148323,3400.0,28477,643.0
488,2020-9,South Dakota,23136,236.0,9387,69.0
489,2020-9,Tennessee,194601,2473.0,41327,720.0
490,2020-9,Vermont,1755,58.0,120,0.0
491,2020-9,Virgin Islands,1326,20.0,183,5.0
492,2020-9,Virginia,148721,3228.0,27106,616.0
493,2020-9,West Virginia,16024,354.0,5517,132.0
494,2020-9,Wyoming,6083,53.0,2217,12.0
495,2020-10,Arizona,247484,5981.0,28270,307.0
496,2020-10,California,938883,17671.0,114577,1682.0
497,2020-10,Illinois,424860,10091.0,125749,1135.0
498,2020-10,Massachusetts,159707,10013.0,26837,533.0
499,2020-10,Washington,113109,2468.0,20943,241.0
500,2020-10,Florida,807404,16788.0,98268,2345.0
501,2020-10,Nebraska,71666,661.0,25481,164.0
502,2020-10,New York,514482,33174.0,49730,406.0
503,2020-10,Oregon,45419,691.0,11554,130.0
504,2020-10,Rhode Island,32874,1201.0,7960,84.0
505,2020-10,Texas,957789,18582.0,169723,2362.0
506,2020-10,Utah,116510,614.0,42411,154.0
507,2020-10,Wisconsin,241423,2110.0,109247,752.0
508,2020-10,Alabama,193985,2973.0,38241,425.0
509,2020-10,Alaska,16597,78.0,7759,25.0
510,2020-10,Arkansas,113057,1958.0,28236,574.0
511,2020-10,Colorado,110640,2312.0,38917,248.0
512,2020-10,Connecticut,71207,4616.0,13465,105.0
513,2020-10,Delaware,25126,710.0,4339,74.0
514,2020-10,District of Columbia,17369,646.0,2011,18.0
515,2020-10,Georgia,373700,7792.0,70690,889.0
516,2020-10,Guam,5659,80.0,2140,30.0
517,2020-10,Hawaii,15287,218.0,2627,80.0
518,2020-10,Idaho,65272,631.0,22357,158.0
519,2020-10,Indiana,184589,4364.0,61130,719.0
520,2020-10,Iowa,131097,1733.0,40614,367.0
521,2020-10,Kansas,86809,1029.0,25706,351.0
522,2020-10,Kentucky,110600,1554.0,36981,329.0
